pl_name,disc_year,disc_facility,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
"alf Tau b",2015,"Multiple Observatories",12.70000000,2056.36010000,"alf Tau",1,2
"Kepler-1031 b",2016,"Kepler",0.87000000,0.59000000,"Kepler-1031",1,1
"mu Leo b",2014,"Bohyunsan Optical Astronomical Observatory",13.30000000,762.80000000,"mu Leo",1,1
"HD 60292 b",2020,"Bohyunsan Optical Astronomical Observatory",12.70000000,2065.89500000,"HD 60292",1,1
"TOI-4377 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",15.10970598,304.16178550,"TOI-4377",1,1
"Kepler-1533 b",2016,"Kepler",3.46000000,11.80000000,"Kepler-1533",1,1
"TOI-2373 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",10.42435205,2955.80418510,"TOI-2373",1,1
"Kepler-61 b",2013,"Kepler",2.15000000,5.27000000,"Kepler-61",1,1
"Kepler-120 c",2014,"Kepler",1.53000000,2.96000000,"Kepler-120",2,1
"Kepler-1403 b",2016,"Kepler",2.14000000,5.22000000,"Kepler-1403",1,1
"TOI-1994 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",13.67495645,7024.00779470,"TOI-1994",1,1
"TOI-2524 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",11.20898070,203.41018048,"TOI-2524",1,1
"KMT-2022-BLG-1790L b",2025,"KMTNet",13.50000000,549.84314411,"KMT-2022-BLG-1790L",1,1
"HD 108874 c",2005,"W. M. Keck Observatory",13.80000000,314.64000000,"HD 108874",2,1
"HD 41004 A b",2004,"La Silla Observatory",13.20000000,807.25000000,"HD 41004 A",2,2
"Kepler-118 c",2014,"Kepler",7.68000000,45.70000000,"Kepler-118",2,1
"Kepler-822 b",2016,"Kepler",1.77000000,3.78000000,"Kepler-822",1,1
"TOI-238 c",2024,"Multiple Observatories",2.18000000,6.70000000,"TOI-238",2,1
"Kepler-608 b",2016,"Kepler",3.64000000,12.90000000,"Kepler-608",1,1
"HD 181720 b",2009,"La Silla Observatory",14.00000000,127.13200000,"HD 181720",1,1
"Kepler-388 c",2014,"Kepler",0.86000000,0.56600000,"Kepler-388",2,1
"Kepler-900 b",2016,"Kepler",2.08000000,4.98000000,"Kepler-900",1,1
"Kepler-666 b",2016,"Kepler",2.40000000,6.35000000,"Kepler-666",1,1
"HIP 91258 b",2013,"Haute-Provence Observatory",13.70000000,346.43470000,"HIP 91258",1,1
"K2-22 b",2015,"K2",2.30000000,444.96200000,"K2-22",1,2
"Kepler-1606 b",2016,"Kepler",2.07000000,4.94000000,"Kepler-1606",1,1
"HD 4917 b",2018,"W. M. Keck Observatory",13.50000000,513.29545000,"HD 4917",1,1
"MOA-2012-BLG-505L b",2017,"MOA",2.48000000,6.70000000,"MOA-2012-BLG-505L",1,1
"KMT-2019-BLG-1715L b",2021,"KMTNet",13.20000000,813.64072192,"KMT-2019-BLG-1715L",1,1
"KMT-2021-BLG-2609L b",2024,"KMTNet",3.17000000,10.17050902,"KMT-2021-BLG-2609L",1,1
"Kepler-1946 b",2021,"Kepler",2.48812698,6.75000000,"Kepler-1946",1,1
"HD 142022 A b",2005,"La Silla Observatory",12.90000000,1433.40611557,"HD 142022 A",1,2
"2MASS J03590986+2009361 b",2024,"European Space Agency (ESA) Gaia Satellite",12.20000000,5720.91132600,"2MASS J03590986+2009361",1,1
"GJ 896 A b",2022,"Very Long Baseline Array",13.30000000,718.29219982,"GJ 896 A",1,2
"Kepler-1461 b",2016,"Kepler",2.03000000,4.78000000,"Kepler-1461",1,1
"HD 168009 b",2021,"Multiple Observatories",3.05000000,9.53485221,"HD 168009",1,1
"Kepler-361 c",2014,"Kepler",2.52000000,6.90000000,"Kepler-361",2,1
"Kepler-763 b",2016,"Kepler",1.22000000,1.98000000,"Kepler-763",3,1
"HD 98736 b",2018,"W. M. Keck Observatory",13.30000000,740.54390000,"HD 98736",1,2
"HD 34445 b",2009,"W. M. Keck Observatory",13.90000000,260.62060000,"HD 34445",6,1
"GJ 3222 b",2022,"Multiple Observatories",3.40000000,11.44182265,"GJ 3222",1,2
"KMT-2021-BLG-0322L b",2021,"KMTNet",12.70000000,2034.10180480,"KMT-2021-BLG-0322L",1,2
"OGLE-2014-BLG-0221L b",2024,"OGLE",12.90000000,1382.55357045,"OGLE-2014-BLG-0221L",1,1
"KMT-2016-BLG-2142L b",2018,"KMTNet",12.20000000,4923.00000000,"KMT-2016-BLG-2142L",1,1
"KMT-2024-BLG-1044L b",2024,"KMTNet",2.70000000,7.75000000,"KMT-2024-BLG-1044L",1,1
"Kepler-340 b",2014,"Kepler",2.53000000,6.94000000,"Kepler-340",2,1
"TOI-544 c",2023,"La Silla Observatory",4.92000000,21.50000000,"TOI-544",2,1
"Kepler-311 d",2023,"Kepler",2.05000000,4.86000000,"Kepler-311",3,1
"BD+48 738 b",2011,"McDonald Observatory",13.90000000,289.22530000,"BD+48 738",1,1
"Kepler-1307 b",2016,"Kepler",2.47000000,6.66000000,"Kepler-1307",1,1
"HAT-P-55 b",2015,"HATNet",14.84069045,189.42573057,"HAT-P-55",1,1
"HAT-P-65 b",2016,"HATNet",18.05766791,176.07693748,"HAT-P-65",1,1
"Kepler-326 c",2014,"Kepler",1.40000000,17.40000000,"Kepler-326",3,1
"OGLE-2014-BLG-0319L b",2022,"OGLE",14.10000000,181.16219199,"OGLE-2014-BLG-0319L",1,1
"KMT-2019-BLG-0371L b",2021,"KMTNet",12.60000000,2447.27873390,"KMT-2019-BLG-0371L",1,1
"Kepler-132 b",2014,"Kepler",1.21000000,1.92000000,"Kepler-132",4,2
"OGLE-2017-BLG-1237L b",2024,"OGLE",13.00000000,1207.74794660,"OGLE-2017-BLG-1237L",1,1
"MOA-bin-29 b",2019,"MOA",14.10000000,190.00000000,"MOA-bin-29",1,1
"2MASS J21252752-8138278 b",2024,"European Space Agency (ESA) Gaia Satellite",12.40000000,3813.94088400,"2MASS J21252752-8138278",1,1
"Kepler-707 b",2016,"Kepler",1.33000000,2.33000000,"Kepler-707",1,1
"Kepler-262 b",2014,"Kepler",1.36000000,2.42000000,"Kepler-262",2,1
"Kepler-265 c",2014,"Kepler",2.63000000,7.41000000,"Kepler-265",4,1
"HD 18143 b",2022,"Multiple Observatories",3.28000000,10.80616584,"HD 18143",2,1
"Kepler-1572 b",2016,"Kepler",0.94000000,0.77900000,"Kepler-1572",1,1
"Kepler-352 c",2014,"Kepler",1.24000000,2.07000000,"Kepler-352",3,1
"Kepler-278 c",2014,"Kepler",3.26800000,34.90000000,"Kepler-278",2,1
"WASP-157 b",2016,"SuperWASP",11.19000000,182.43442000,"WASP-157",1,1
"KMT-2023-BLG-0469L b",2024,"KMTNet",7.04000000,39.41072247,"KMT-2023-BLG-0469L",1,1
"KMT-2021-BLG-0192L b",2022,"KMTNet",6.56000000,34.96112477,"KMT-2021-BLG-0192L",1,1
"KMT-2016-BLG-2364L b",2020,"KMTNet",13.00000000,1250.00000000,"KMT-2016-BLG-2364L",1,1
"KMT-2018-BLG-1988L b",2022,"KMTNet",2.22000000,5.56000000,"KMT-2018-BLG-1988L",1,1
"Kepler-400 c",2014,"Kepler",1.49000000,2.83000000,"Kepler-400",2,1
"HATS-2 b",2013,"HATSouth",12.57647635,435.42491759,"HATS-2",1,1
"K2-391 b",2022,"K2",1.37100000,2.45000000,"K2-391",1,1
"Kepler-1683 b",2020,"Kepler",1.87477762,4.17000000,"Kepler-1683",1,1
"Kepler-1634 b",2016,"Kepler",3.19000000,10.30000000,"Kepler-1634",1,1
"Kepler-122 b",2014,"Kepler",2.34000000,6.08000000,"Kepler-122",5,1
"BD+60 1417 b",2021,"Wide-field Infrared Survey Explorer (WISE) Satellite Mission",14.68376472,4767.42610500,"BD+60 1417",1,1
"GJ 9827 c",2017,"K2",1.13000000,1.86000000,"GJ 9827",3,1
"LTT 3780 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",1.32500000,2.46000000,"LTT 3780",2,2
"TOI-1273 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",11.09689089,70.55790635,"TOI-1273",1,1
"TOI-1347 c",2024,"Transiting Exoplanet Survey Satellite (TESS)",1.60000000,6.40000000,"TOI-1347",2,1
"Kepler-271 d",2016,"Kepler",0.66000000,0.21900000,"Kepler-271",3,1
"OGLE-2017-BLG-1275L b",2024,"OGLE",12.80000000,1875.18760130,"OGLE-2017-BLG-1275L",1,1
"GJ 273 c",2017,"La Silla Observatory",1.06000000,1.18000000,"GJ 273",2,1
"KMT-2021-BLG-0748L b",2022,"KMTNet",14.30000000,143.02278315,"KMT-2021-BLG-0748L",1,1
"Kepler-446 c",2015,"Kepler",1.11000000,1.41000000,"Kepler-446",3,1
"KMT-2023-BLG-1642L b",2024,"KMTNet",13.80000000,343.25467956,"KMT-2023-BLG-1642L",1,1
"MOA-2010-BLG-117L b",2018,"MOA",14.20000000,170.00000000,"MOA-2010-BLG-117L",1,1
"HD 22532 b",2022,"La Silla Observatory",13.40000000,673.79622284,"HD 22532",1,1
"Kepler-235 c",2014,"Kepler",1.28000000,2.18000000,"Kepler-235",4,1
"HD 2039 b",2002,"Anglo-Australian Telescope",12.70000000,1999.15070000,"HD 2039",1,1
"Kepler-20 d",2011,"Kepler",2.60600000,13.40000000,"Kepler-20",6,2
"Kepler-697 b",2016,"Kepler",4.13000000,16.00000000,"Kepler-697",1,1
"Kepler-99 b",2014,"Kepler",1.48000000,6.15000000,"Kepler-99",1,2
"Kepler-1835 b",2021,"Kepler",3.53387773,12.20000000,"Kepler-1835",1,1
"Kepler-1555 b",2016,"Kepler",1.61000000,3.22000000,"Kepler-1555",1,1
"Kepler-783 c",2020,"Kepler",2.33153725,6.04000000,"Kepler-783",2,1
"HD 38529 c",2000,"Multiple Observatories",12.50000000,3299.05886466,"HD 38529",2,2
"HD 219139 b",2021,"Okayama Astrophysical Observatory",14.00000000,247.90615746,"HD 219139",1,1
"KMT-2018-BLG-1990L b",2019,"KMTNet",12.90000000,111.00000000,"KMT-2018-BLG-1990L",1,1
"K2-247 c",2018,"K2",2.19000000,5.43000000,"K2-247",2,1
"TOI-904 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.42600000,6.46000000,"TOI-904",2,1
"TOI-904 c",2023,"Transiting Exoplanet Survey Satellite (TESS)",2.16700000,5.34000000,"TOI-904",2,1
"TOI-4860 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",8.70000000,86.70000000,"TOI-4860",1,1
"OGLE-2014-BLG-1722L b",2018,"OGLE",8.59000000,55.30000000,"OGLE-2014-BLG-1722L",2,1
"KMT-2016-BLG-1820L b",2018,"KMTNet",12.90000000,1450.00000000,"KMT-2016-BLG-1820L",1,1
"PSR B1620-26 b",2003,"Hubble Space Telescope",13.30000000,794.57500000,"PSR B1620-26",1,2
"OGLE-2007-BLG-349L AB c",2016,"OGLE",10.70000000,80.00000000,"OGLE-2007-BLG-349L A",1,2
"Kepler-1851 b",2021,"Kepler",3.90012032,14.50000000,"Kepler-1851",1,1
"Kepler-1104 b",2016,"Kepler",1.23000000,2.04000000,"Kepler-1104",1,1
"LHS 1678 c",2021,"Transiting Exoplanet Survey Satellite (TESS)",0.94100000,1.40000000,"LHS 1678",3,2
"Kepler-1901 b",2021,"Kepler",1.47418907,2.77000000,"Kepler-1901",1,1
"Kepler-860 b",2016,"Kepler",3.24000000,10.60000000,"Kepler-860",1,1
"LHS 1140 b",2017,"MEarth Project",1.73000000,5.60000000,"LHS 1140",2,1
"LHS 1140 c",2018,"Multiple Observatories",1.27200000,1.91000000,"LHS 1140",2,1
"Kepler-1604 b",2016,"Kepler",1.41000000,2.57000000,"Kepler-1604",1,1
"Kepler-804 b",2016,"Kepler",1.94000000,4.42000000,"Kepler-804",2,1
"HD 104067 b",2009,"La Silla Observatory",9.20000000,62.10000000,"HD 104067",2,1
"TOI-4438 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",2.52000000,5.40000000,"TOI-4438",1,1
"HD 104067 c",2024,"Multiple Observatories",3.69000000,13.20000000,"HD 104067",2,1
"LHS 1678 d",2024,"Transiting Exoplanet Survey Satellite (TESS)",0.98100000,0.90700000,"LHS 1678",3,2
"KMT-2021-BLG-1554L b",2022,"KMTNet",6.90000000,38.13940884,"KMT-2021-BLG-1554L",1,1
"Kepler-203 d",2014,"Kepler",1.44000000,33.90000000,"Kepler-203",3,1
"KMT-2021-BLG-1303L b",2022,"KMTNet",13.60000000,120.77479466,"KMT-2021-BLG-1303L",1,1
"KMT-2021-BLG-0736L b",2025,"KMTNet",4.86000000,21.00000000,"KMT-2021-BLG-0736L",1,1
"Kepler-1221 b",2016,"Kepler",1.88000000,4.19000000,"Kepler-1221",1,1
"Kepler-1985 b",2023,"Kepler",2.27000000,5.77000000,"Kepler-1985",1,1
"TOI-1347 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",1.80000000,11.10000000,"TOI-1347",2,1
"HD 93083 b",2005,"La Silla Observatory",13.40000000,117.59000000,"HD 93083",1,1
"Kepler-920 c",2016,"Kepler",3.80000000,13.80000000,"Kepler-920",2,1
"HD 88986 b",2023,"Haute-Provence Observatory",2.49000000,17.20000000,"HD 88986",1,1
"Kepler-1921 b",2021,"Kepler",2.89459458,8.72000000,"Kepler-1921",2,1
"Kepler-750 b",2016,"Kepler",3.07000000,9.64000000,"Kepler-750",2,1
"Kepler-955 b",2016,"Kepler",3.13000000,9.96000000,"Kepler-955",1,1
"TOI-2529 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",11.54525012,743.71847238,"TOI-2529",1,1
"Kepler-1943 b",2021,"Kepler",1.54869189,3.02000000,"Kepler-1943",1,1
"TOI-1136 c",2022,"Transiting Exoplanet Survey Satellite (TESS)",2.87900000,6.32000000,"TOI-1136",6,1
"KMT-2021-BLG-1770L b",2023,"KMTNet",12.10000000,6674.39654700,"KMT-2021-BLG-1770L",1,1
"OGLE-2011-BLG-0265L b",2015,"OGLE",13.90000000,280.00000000,"OGLE-2011-BLG-0265L",1,1
"OGLE-2018-BLG-0740L b",2019,"OGLE",12.90000000,1500.00000000,"OGLE-2018-BLG-0740L",1,1
"KMT-2017-BLG-2509L b",2021,"KMTNet",13.40000000,664.26137063,"KMT-2017-BLG-2509L",1,1
"Kepler-651 b",2016,"Kepler",2.37000000,6.21000000,"Kepler-651",1,1
"OGLE-2018-BLG-0932L b",2022,"KMTNet",13.90000000,282.86728223,"OGLE-2018-BLG-0932L",1,1
"OGLE-2014-BLG-0124L b",2015,"OGLE",14.10000000,206.58846455,"OGLE-2014-BLG-0124L",1,1
"HD 331093 b",2021,"Haute-Provence Observatory",13.60000000,476.74261050,"HD 331093",1,1
"Kepler-1879 b",2021,"Kepler",2.06512018,4.92000000,"Kepler-1879",1,1
"TOI-815 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",2.94000000,7.60000000,"TOI-815",2,2
"OGLE-TR-182 b",2007,"OGLE",12.66600000,320.99500000,"OGLE-TR-182",1,1
"Kepler-364 c",2014,"Kepler",2.15000000,5.27000000,"Kepler-364",2,1
"Kepler-828 b",2016,"Kepler",1.51000000,2.89000000,"Kepler-828",1,1
"Kepler-229 b",2014,"Kepler",2.20000000,5.48000000,"Kepler-229",3,1
"Kepler-1689 b",2020,"Kepler",0.94678642,0.79900000,"Kepler-1689",1,1
"K2-375 b",2022,"K2",2.24300000,5.66000000,"K2-375",1,1
"OGLE-2018-BLG-0567L b",2021,"OGLE",12.30000000,101.70509024,"OGLE-2018-BLG-0567L",1,1
"OGLE-2019-BLG-1053L b",2021,"KMTNet",1.38000000,2.48000000,"OGLE-2019-BLG-1053L",1,1
"Kepler-29 b",2011,"Kepler",2.55000000,5.00000000,"Kepler-29",2,1
"OGLE-2019-BLG-0468L c",2022,"OGLE",12.50000000,3248.20631954,"OGLE-2019-BLG-0468L",2,1
"KMT-2021-BLG-1898L b",2022,"KMTNet",14.00000000,232.01473711,"KMT-2021-BLG-1898L",1,1
"KMT-2024-BLG-0404L b",2025,"KMTNet",11.90000000,8657.64580668,"KMT-2024-BLG-0404L",2,1
"KMT-2019-BLG-1042L b",2022,"KMTNet",9.05000000,60.38739733,"KMT-2019-BLG-1042L",1,1
"MOA-2016-BLG-227L b",2017,"MOA",13.20000000,890.00000000,"MOA-2016-BLG-227L",1,1
"AT2021ueyL b",2025,"Multiple Observatories",13.60000000,425.89006538,"AT2021ueyL",1,1
"HD 179949 b",2000,"Anglo-Australian Telescope",13.90000000,291.12000000,"HD 179949",1,1
"Kepler-629 b",2016,"Kepler",1.38000000,2.48000000,"Kepler-629",1,1
"Kepler-1384 b",2016,"Kepler",1.94000000,4.42000000,"Kepler-1384",1,1
"TOI-871 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",1.66400000,3.41000000,"TOI-871",1,1
"Kepler-847 b",2016,"Kepler",1.18000000,1.76000000,"Kepler-847",1,1
"NGTS-27 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",15.64773706,188.47224535,"NGTS-27",1,1
"Kepler-1262 b",2016,"Kepler",1.82000000,3.97000000,"Kepler-1262",1,1
"TOI-2068 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",1.82100000,3.97000000,"TOI-2068",1,1
"TOI-2406 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",2.86000000,15.60000000,"TOI-2406",1,1
"Kepler-764 b",2016,"Kepler",1.64000000,3.33000000,"Kepler-764",1,1
"Kepler-782 b",2016,"Kepler",3.21000000,10.40000000,"Kepler-782",1,1
"Kepler-824 b",2016,"Kepler",1.87000000,4.16000000,"Kepler-824",1,1
"HD 60532 b",2008,"La Silla Observatory",13.80000000,336.89980000,"HD 60532",2,1
"HD 60532 c",2008,"La Silla Observatory",13.30000000,797.75330000,"HD 60532",2,1
"Kepler-743 b",2016,"Kepler",1.21000000,1.92000000,"Kepler-743",1,2
"Kepler-821 b",2016,"Kepler",1.31000000,2.27000000,"Kepler-821",1,1
"TOI-1448 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",2.74900000,19.50000000,"TOI-1448",1,1
"TOI-4633 c",2024,"Transiting Exoplanet Survey Satellite (TESS)",3.20000000,123.00000000,"TOI-4633",1,2
"TOI-776 c",2020,"Transiting Exoplanet Survey Satellite (TESS)",2.04700000,6.90000000,"TOI-776",2,1
"TOI-6008 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",1.03000000,4.00000000,"TOI-6008",1,1
"TOI-6086 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",1.18000000,1.76000000,"TOI-6086",1,1
"Kepler-749 b",2016,"Kepler",3.10000000,9.80000000,"Kepler-749",1,1
"Kepler-820 b",2016,"Kepler",6.09000000,30.80000000,"Kepler-820",1,1
"OGLE-2015-BLG-0051L b",2016,"OGLE",14.00000000,230.00000000,"OGLE-2015-BLG-0051L",1,1
"Kepler-56 d",2016,"Multiple Observatories",12.80000000,1784.00000000,"Kepler-56",3,1
"Kepler-755 b",2016,"Kepler",1.76000000,3.75000000,"Kepler-755",2,2
"Kepler-816 b",2016,"Kepler",10.24000000,74.50000000,"Kepler-816",1,1
"Kepler-791 b",2016,"Kepler",3.05000000,9.53000000,"Kepler-791",1,1
"Kepler-793 b",2016,"Kepler",1.37000000,2.45000000,"Kepler-793",1,1
"OGLE-2012-BLG-0950L b",2016,"OGLE",6.56000000,35.00000000,"OGLE-2012-BLG-0950L",1,1
"HD 42618 b",2016,"Multiple Observatories",3.89000000,14.40000000,"HD 42618",1,1
"Kepler-757 b",2016,"Kepler",1.36000000,2.42000000,"Kepler-757",1,1
"Kepler-759 b",2016,"Kepler",2.27000000,5.77000000,"Kepler-759",1,1
"Kepler-815 b",2016,"Kepler",4.11000000,15.80000000,"Kepler-815",1,1
"Kepler-790 b",2016,"Kepler",2.18000000,5.39000000,"Kepler-790",1,1
"Kepler-787 b",2016,"Kepler",1.28000000,2.18000000,"Kepler-787",1,1
"TYC 3667-1280-1 b",2016,"McDonald Observatory",12.80000000,1716.28200000,"TYC 3667-1280-1",1,1
"Kepler-26 b",2011,"Kepler",2.78000000,5.12000000,"Kepler-26",4,1
"Kepler-760 b",2016,"Kepler",3.06000000,9.59000000,"Kepler-760",2,1
"Kepler-502 b",2016,"Kepler",4.77000000,20.40000000,"Kepler-502",1,1
"Kepler-812 b",2016,"Kepler",3.55000000,12.30000000,"Kepler-812",1,1
"Kepler-811 b",2016,"Kepler",2.70000000,7.75000000,"Kepler-811",1,1
"Kepler-484 b",2016,"Kepler",2.28000000,5.82000000,"Kepler-484",1,1
"Kepler-26 c",2011,"Kepler",2.72000000,6.20000000,"Kepler-26",4,1
"Kepler-474 b",2016,"Kepler",3.06000000,9.59000000,"Kepler-474",1,1
"Kepler-768 b",2016,"Kepler",1.79000000,3.86000000,"Kepler-768",1,1
"Kepler-810 b",2016,"Kepler",1.93000000,4.38000000,"Kepler-810",1,1
"Kepler-827 b",2016,"Kepler",5.63000000,27.00000000,"Kepler-827",1,1
"Kepler-458 c",2016,"Kepler",4.20000000,16.40000000,"KIC 9663113",2,1
"Kepler-307 c",2013,"Kepler",2.20000000,3.64000000,"Kepler-307",2,1
"Kepler-500 b",2016,"Kepler",2.58000000,7.18000000,"Kepler-500",1,1
"Kepler-806 b",2016,"Kepler",1.14000000,1.55000000,"Kepler-806",1,1
"Kepler-784 b",2016,"Kepler",1.58000000,3.12000000,"Kepler-784",2,1
"Kepler-831 b",2016,"Kepler",1.27000000,2.15000000,"Kepler-831",1,1
"Kepler-779 b",2016,"Kepler",0.92000000,0.72100000,"Kepler-779",1,2
"Kepler-803 b",2016,"Kepler",3.79000000,13.80000000,"Kepler-803",1,1
"Kepler-802 b",2016,"Kepler",3.54000000,12.30000000,"Kepler-802",1,1
"Kepler-830 b",2016,"Kepler",1.70000000,3.53000000,"Kepler-830",1,1
"Kepler-829 b",2016,"Kepler",2.11000000,5.10000000,"Kepler-829",1,1
"Kepler-477 b",2016,"Kepler",2.07000000,4.94000000,"Kepler-477",1,2
"Kepler-505 b",2016,"Kepler",2.60000000,7.27000000,"Kepler-505",1,1
"Kepler-499 b",2016,"Kepler",2.17000000,5.35000000,"Kepler-499",1,1
"HD 141399 b",2014,"Multiple Observatories",14.30000000,143.34133000,"HD 141399",4,1
"HD 141399 c",2014,"Multiple Observatories",13.60000000,422.71390000,"HD 141399",4,1
"Kepler-745 b",2016,"Kepler",2.16000000,5.31000000,"Kepler-745",1,1
"Kepler-848 b",2016,"Kepler",1.70000000,3.53000000,"Kepler-848",1,1
"Kepler-794 b",2016,"Kepler",2.11000000,5.10000000,"Kepler-794",1,1
"Kepler-796 b",2016,"Kepler",1.30000000,2.24000000,"Kepler-796",1,1
"HD 141399 e",2014,"Multiple Observatories",14.10000000,209.76780000,"HD 141399",4,1
"HD 108236 e",2020,"Transiting Exoplanet Survey Satellite (TESS)",3.08300000,9.71000000,"HD 108236",5,1
"TOI-1233.01",2021,"Transiting Exoplanet Survey Satellite (TESS)",2.53900000,6.98000000,"HD 108236",5,1
"TIC 393818343 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",12.18416202,1379.37528638,"TIC 393818343",1,2
"HD 11506 c",2008,"W. M. Keck Observatory",14.00000000,127.13136280,"HD 11506",3,1
"Kepler-753 b",2016,"Kepler",1.91000000,4.31000000,"Kepler-753",1,1
"Kepler-752 b",2016,"Kepler",2.81000000,8.30000000,"Kepler-752",1,1
"Kepler-846 b",2016,"Kepler",2.48000000,6.71000000,"Kepler-846",1,1
"Kepler-845 b",2016,"Kepler",2.04000000,4.82000000,"Kepler-845",1,1
"Kepler-771 b",2016,"Kepler",1.82000000,3.97000000,"Kepler-771",1,1
"Kepler-773 b",2016,"Kepler",1.43000000,2.63000000,"Kepler-773",1,1
"Kepler-844 b",2016,"Kepler",1.68000000,3.46000000,"Kepler-844",1,1
"Kepler-843 b",2016,"Kepler",2.59000000,7.22000000,"Kepler-843",1,1
"HIP 74890 b",2016,"Multiple Observatories",13.30000000,762.79200000,"HIP 74890",1,1
"TOI-663 d",2024,"Transiting Exoplanet Survey Satellite (TESS)",1.92000000,5.20000000,"TOI-663",3,1
"Kepler-767 b",2016,"Kepler",6.64000000,35.70000000,"Kepler-767",1,1
"Kepler-774 b",2016,"Kepler",3.17000000,10.20000000,"Kepler-774",1,1
"Kepler-841 b",2016,"Kepler",5.23000000,23.80000000,"Kepler-841",1,1
"Kepler-842 b",2016,"Kepler",1.60000000,3.19000000,"Kepler-842",1,1
"Kepler-839 b",2016,"Kepler",2.57000000,7.13000000,"Kepler-839",1,1
"TOI-2374 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",6.81000000,56.64000000,"TOI-2374",1,1
"TOI-3071 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",7.16000000,68.20000000,"TOI-3071",1,1
"HD 133131 A b",2016,"Las Campanas Observatory",13.60000000,451.31860000,"HD 133131 A",3,2
"Kepler-770 b",2016,"Kepler",2.30000000,5.90000000,"Kepler-770",3,1
"Kepler-769 b",2016,"Kepler",2.92000000,8.85000000,"Kepler-769",2,1
"HD 133131 B b",2016,"Las Campanas Observatory",13.30000000,794.57500000,"HD 133131 B",3,2
"TOI-5082.01",2024,"Transiting Exoplanet Survey Satellite (TESS)",2.54811000,7.03000000,"TOI-5082",1,1
"Kepler-744 b",2016,"Kepler",1.62000000,3.26000000,"Kepler-744",1,1
"Kepler-765 b",2016,"Kepler",2.43000000,6.48000000,"Kepler-765",1,1
"Kepler-834 b",2016,"Kepler",2.02000000,4.74000000,"Kepler-834",1,1
"Kepler-832 b",2016,"Kepler",2.06000000,4.90000000,"Kepler-832",1,1
"HD 73344 b",2024,"K2",2.88400000,10.48000000,"HD 73344",3,1
"TOI-4527.01",2024,"Transiting Exoplanet Survey Satellite (TESS)",0.90866170,0.68900000,"TOI-4527",1,1
"BD-14 3065 b",2024,"Transiting Exoplanet Survey Satellite (TESS)",21.59000000,3932.00000000,"BD-14 3065 A",1,3
"Kepler-912 b",2016,"Kepler",2.80000000,8.25000000,"Kepler-912",1,1
"Kepler-1017 b",2016,"Kepler",1.99000000,4.62000000,"Kepler-1017",1,1
"Kepler-980 b",2016,"Kepler",2.67000000,7.61000000,"Kepler-980",1,1
"Kepler-983 b",2016,"Kepler",2.36000000,6.17000000,"Kepler-983",1,1
"Kepler-870 b",2016,"Kepler",2.78000000,8.15000000,"Kepler-870",1,1
"Kepler-869 b",2016,"Kepler",3.61000000,12.70000000,"Kepler-869",1,1
"Kepler-913 b",2016,"Kepler",2.06000000,4.90000000,"Kepler-913",2,1
"Kepler-910 b",2016,"Kepler",0.82000000,0.47700000,"Kepler-910",1,1
"Kepler-964 b",2016,"Kepler",2.12000000,5.14000000,"Kepler-964",1,1
"Kepler-963 b",2016,"Kepler",2.66000000,7.56000000,"Kepler-963",2,1
"Kepler-866 b",2016,"Kepler",1.63000000,3.29000000,"Kepler-866",1,1
"Kepler-865 b",2016,"Kepler",2.49000000,6.76000000,"Kepler-865",2,1
"Kepler-915 b",2016,"Kepler",1.50000000,2.86000000,"Kepler-915",1,1
"Kepler-914 b",2016,"Kepler",1.38000000,2.48000000,"Kepler-914",1,1
"Kepler-1051 b",2016,"Kepler",3.40000000,11.50000000,"Kepler-1051",1,1
"Kepler-1058 b",2016,"Kepler",2.72000000,7.85000000,"Kepler-1058",1,1
"Kepler-864 b",2016,"Kepler",2.40000000,6.35000000,"Kepler-864",2,1
"Kepler-863 b",2016,"Kepler",2.90000000,8.75000000,"Kepler-863",1,1
"Kepler-923 b",2016,"Kepler",1.38000000,2.48000000,"Kepler-923",1,1
"Kepler-916 b",2016,"Kepler",1.76000000,3.75000000,"Kepler-916",1,1
"Kepler-950 b",2016,"Kepler",8.98000000,59.60000000,"Kepler-950",1,1
