pl_name,disc_year,disc_facility,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
"Kepler-1167 b",2016,"Kepler",1.71000000,3.57000000,"Kepler-1167",1,1
"Kepler-1740 b",2021,"Kepler",3.32321414,11.00000000,"Kepler-1740",1,1
"Kepler-1581 b",2016,"Kepler",0.80000000,0.43700000,"Kepler-1581",1,1
"Kepler-644 b",2016,"Kepler",3.15000000,10.10000000,"Kepler-644",1,1
"Kepler-1752 b",2021,"Kepler",4.54060463,18.70000000,"Kepler-1752",1,1
"Kepler-280 c",2014,"Kepler",2.01000000,4.70000000,"Kepler-280",2,1
"Kepler-1208 b",2016,"Kepler",2.32000000,5.99000000,"Kepler-1208",1,1
"Kepler-263 c",2014,"Kepler",2.47000000,6.66000000,"Kepler-263",2,1
"Kepler-1101 b",2016,"Kepler",2.47000000,6.66000000,"Kepler-1101",1,1
"HD 168746 b",2002,"La Silla Observatory",11.10000000,85.81410000,"HD 168746",1,1
"K2-19 b",2015,"K2",7.00000000,32.40000000,"K2-19",3,1
"Kepler-560 b",2016,"Kepler",1.72000000,3.61000000,"Kepler-560",1,2
"Kepler-150 d",2014,"Kepler",2.79000000,8.20000000,"Kepler-150",5,1
"Kepler-498 b",2016,"Kepler",3.03000000,9.43000000,"Kepler-498",1,1
"Kepler-817 b",2016,"Kepler",9.03000000,60.20000000,"Kepler-817",1,1
"Kepler-937 b",2016,"Kepler",3.72000000,13.40000000,"Kepler-937",2,1
"K2-10 b",2015,"K2",3.77300000,25.20000000,"K2-10",1,1
"Kepler-571 b",2016,"Kepler",2.64000000,7.46000000,"Kepler-571",1,1
"Kepler-1458 b",2016,"Kepler",2.76000000,8.05000000,"Kepler-1458",1,1
"K2-335 b",2021,"K2",2.21000000,5.52000000,"K2-335",1,1
"Kepler-1600 c",2021,"Kepler",1.94206512,4.43000000,"Kepler-1600",2,1
"Kepler-221 d",2014,"Kepler",2.73000000,3.61000000,"Kepler-221",4,1
"Kepler-626 b",2016,"Kepler",2.29000000,5.86000000,"Kepler-626",1,1
"Kepler-1549 b",2016,"Kepler",2.57000000,7.13000000,"Kepler-1549",1,1
"K2-62 c",2016,"K2",1.99000000,4.62000000,"K2-62",2,1
"Kepler-1149 b",2016,"Kepler",1.44000000,2.67000000,"Kepler-1149",1,1
"Kepler-1288 b",2016,"Kepler",1.12000000,1.46000000,"Kepler-1288",1,1
"Kepler-128 b",2013,"Kepler",1.42100000,3.79000000,"Kepler-128",2,1
"Kepler-1245 b",2016,"Kepler",1.44000000,2.67000000,"Kepler-1245",2,1
"Kepler-1068 b",2016,"Kepler",3.63000000,12.80000000,"Kepler-1068",1,1
"Kepler-311 c",2014,"Kepler",1.43000000,2.63000000,"Kepler-311",3,1
"Kepler-150 e",2014,"Kepler",3.12000000,9.91000000,"Kepler-150",5,1
"Kepler-272 c",2014,"Kepler",1.79000000,97.80000000,"Kepler-272",3,1
"Kepler-152 c",2014,"Kepler",2.39000000,6.30000000,"Kepler-152",2,1
"Kepler-1506 b",2016,"Kepler",1.32000000,2.30000000,"Kepler-1506",1,1
"CoRoT-3 b",2008,"CoRoT",11.32000000,6883.91000000,"CoRoT-3",1,1
"HD 205739 b",2008,"Las Campanas Observatory",13.60000000,435.41000000,"HD 205739",1,1
"NGTS-10 b",2020,"Next-Generation Transit Survey (NGTS)",13.50684500,687.14846000,"NGTS-10",1,1
"HD 224693 b",2006,"W. M. Keck Observatory",14.00000000,222.48100000,"HD 224693",1,1
"HD 156279 b",2011,"Haute-Provence Observatory",12.50000000,2997.75753482,"HD 156279",2,1
"HD 12661 b",2000,"Multiple Observatories",13.30000000,772.32690000,"HD 12661",2,1
"2MASS J12073346-3932539 b",2004,"Paranal Observatory",12.90000000,1589.15000000,"2MASS J12073346-3932539",1,1
"HD 16417 b",2008,"Anglo-Australian Telescope",5.00000000,22.10000000,"HD 16417",1,2
"HD 19994 b",2003,"La Silla Observatory",13.60000000,435.41000000,"HD 19994",1,3
"HD 156279 c",2018,"W. M. Keck Observatory",12.50000000,3098.82696825,"HD 156279",2,1
"GJ 179 b",2009,"W. M. Keck Observatory",13.80000000,301.93698665,"GJ 179",1,1
"GQ Lup b",2004,"Paranal Observatory",33.60000000,6356.00000000,"GQ Lup",1,1
"GJ 832 b",2008,"Anglo-Australian Telescope",13.80000000,314.65012293,"GJ 832",1,1
"HD 37605 b",2004,"McDonald Observatory",13.20000000,854.96270000,"HD 37605",2,1
"HD 33283 b",2006,"W. M. Keck Observatory",12.50000000,104.56607000,"HD 33283",1,2
"HD 9446 b",2009,"Haute-Provence Observatory",14.00000000,222.47200000,"HD 9446",2,1
"HD 134987 c",2009,"Multiple Observatories",13.90000000,260.00000000,"HD 134987",2,1
"HD 110014 b",2009,"La Silla Observatory",12.40000000,3524.59000000,"HD 110014",1,1
"HD 79498 b",2011,"McDonald Observatory",13.60000000,425.89220000,"HD 79498",1,2
"HD 45652 b",2008,"Haute-Provence Observatory",14.30000000,137.62039000,"HD 45652",1,1
"HIP 79431 b",2009,"W. M. Keck Observatory",13.40000000,667.41500000,"HIP 79431",1,1
"HD 3167 b",2016,"K2",1.67000000,4.97000000,"HD 3167",4,1
"GJ 876 b",1998,"Multiple Observatories",13.30000000,723.22350000,"GJ 876",4,1
"HD 114783 c",2018,"W. M. Keck Observatory",13.40000000,603.87397330,"HD 114783",2,1
"HD 47186 c",2008,"La Silla Observatory",13.00000000,111.42000000,"HD 47186",2,1
"HD 114783 b",2001,"W. M. Keck Observatory",13.70000000,349.60000000,"HD 114783",2,1
"HD 148156 b",2009,"La Silla Observatory",13.90000000,270.14400000,"HD 148156",1,1
"HD 12661 c",2002,"Multiple Observatories",13.20000000,899.45439181,"HD 12661",2,1
"HIP 14810 c",2006,"W. M. Keck Observatory",13.60000000,416.35730000,"HIP 14810",3,1
"HIP 14810 b",2005,"W. M. Keck Observatory",13.00000000,1239.53700000,"HIP 14810",3,1
"GJ 876 d",2005,"W. M. Keck Observatory",2.51000000,6.83000000,"GJ 876",4,1
"GJ 876 e",2010,"W. M. Keck Observatory",3.92000000,14.60000000,"GJ 876",4,1
"gam1 Leo b",2009,"Bohyunsan Optical Astronomical Observatory",12.50000000,2790.43000000,"gam1 Leo",1,2
"HD 156411 b",2009,"La Silla Observatory",14.00000000,235.18000000,"HD 156411",1,1
"HD 8535 b",2010,"La Silla Observatory",14.00000000,216.12440000,"HD 8535",1,2
"HD 37605 c",2012,"Multiple Observatories",13.10000000,1013.87770000,"HD 37605",2,1
"HD 1605 c",2015,"Multiple Observatories",13.00000000,1150.54460000,"HD 1605",2,1
"BD+20 2457 b",2009,"McDonald Observatory",12.10000000,6807.63000000,"BD+20 2457",2,1
"HD 240210 b",2009,"McDonald Observatory",12.80000000,1655.82000000,"HD 240210",1,1
"CoRoT-17 b",2011,"CoRoT",11.43000000,772.29000000,"CoRoT-17",1,1
"HD 132563 b",2011,"Roque de los Muchachos Observatory",13.60000000,473.54700000,"HD 132563",1,3
"HD 55696 b",2018,"W. M. Keck Observatory",12.90000000,1357.12729789,"HD 55696",1,1
"HD 148164 b",2018,"W. M. Keck Observatory",13.70000000,390.93090000,"HD 148164",2,1
"24 Sex c",2010,"Lick Observatory",13.90000000,273.32000000,"24 Sex",2,1
"HD 22781 b",2011,"Haute-Provence Observatory",12.30000000,4338.20000000,"HD 22781",1,1
"HD 68988 b",2001,"Multiple Observatories",13.40000000,626.12510000,"HD 68988",2,1
"HD 148164 c",2018,"W. M. Keck Observatory",12.80000000,1640.00280000,"HD 148164",2,1
"HD 29985 b",2022,"Multiple Observatories",12.80000000,1739.47487151,"HD 29985",1,1
"HD 3167 c",2016,"K2",3.00000000,11.13000000,"HD 3167",4,1
"HD 90156 b",2009,"La Silla Observatory",4.43000000,17.98000000,"HD 90156",1,1
"HD 45350 b",2004,"W. M. Keck Observatory",13.50000000,568.89000000,"HD 45350",1,1
"MOA-2009-BLG-266L b",2011,"MOA",3.21000000,10.40000000,"MOA-2009-BLG-266L",1,1
"Kepler-595 c",2020,"Kepler",1.00900000,3.30000000,"Kepler-595",2,1
"Kepler-595 b",2016,"Kepler",3.70800000,17.40000000,"Kepler-595",2,1
"HD 177830 c",2010,"W. M. Keck Observatory",7.87000000,47.67250000,"HD 177830",2,2
"OGLE-TR-111 b",2004,"OGLE",11.42197100,174.79900000,"OGLE-TR-111",1,1
"PSR B1257+12 b",1994,"Arecibo Observatory",0.33800000,0.02000000,"PSR B1257+12",3,1
"PSR B1257+12 d",1992,"Arecibo Observatory",1.80000000,3.90000000,"PSR B1257+12",3,1
"MOA-2007-BLG-192L b",2008,"MOA",1.63000000,3.30000000,"MOA-2007-BLG-192L",1,1
"CoRoT-18 b",2011,"CoRoT",14.68000000,1102.82000000,"CoRoT-18",1,1
"Kepler-45 b",2011,"Kepler",10.76000000,160.49700000,"Kepler-45",1,1
"WASP-23 b",2010,"SuperWASP",10.78300000,280.95000000,"WASP-23",1,1
"HD 107148 b",2005,"W. M. Keck Observatory",9.60000000,66.74100000,"HD 107148",2,2
"SWEEPS-11 b",2006,"Hubble Space Telescope",12.66600000,3082.82000000,"SWEEPS-11",1,1
"OGLE-TR-211 b",2007,"OGLE",15.24400000,327.35100000,"OGLE-TR-211",1,1
"Lupus-TR-3 b",2007,"Multiple Observatories",9.97600000,257.43100000,"Lupus-TR-3",1,1
"OGLE-2005-BLG-390L b",2005,"OGLE",2.21000000,5.50000000,"OGLE-2005-BLG-390L",1,1
"HN Peg b",2006,"Spitzer Space Telescope",11.77680000,6991.57000000,"HN Peg",1,1
"MOA-2009-BLG-387L b",2010,"MOA",13.20000000,830.00000000,"MOA-2009-BLG-387L",1,1
"GJ 674 b",2007,"La Silla Observatory",3.33000000,11.09000000,"GJ 674",1,1
"CoRoT-11 b",2010,"CoRoT",16.03000000,740.51000000,"CoRoT-11",1,1
"2MASS J04414489+2301513 b",2010,"Hubble Space Telescope",12.60000000,2383.60000000,"2MASS J04414489+2301513",1,1
"GJ 3634 b",2010,"La Silla Observatory",2.83000000,8.40000000,"GJ 3634",1,1
"CoRoT-13 b",2010,"CoRoT",9.92000000,415.70400000,"CoRoT-13",1,1
"OGLE-TR-10 b",2004,"OGLE",14.01100000,197.04600000,"OGLE-TR-10",1,1
"HD 27442 b",2000,"Anglo-Australian Telescope",13.50000000,495.80000000,"HD 27442",1,2
"GJ 3021 b",2000,"La Silla Observatory",13.10000000,1071.04000000,"GJ 3021",1,2
"CoRoT-8 b",2010,"CoRoT",6.39000000,69.92000000,"CoRoT-8",1,1
"Kepler-18 c",2011,"Kepler",5.49000000,17.30000000,"Kepler-18",3,1
"Kepler-18 b",2011,"Kepler",2.00000000,6.90000000,"Kepler-18",3,1
"HD 46375 b",2000,"W. M. Keck Observatory",10.00000000,71.80000000,"HD 46375",1,2
"HD 136352 d",2019,"La Silla Observatory",2.56200000,8.82000000,"HD 136352",3,1
"HD 221287 b",2007,"La Silla Observatory",13.10000000,982.05000000,"HD 221287",1,1
"HD 33564 b",2005,"Haute-Provence Observatory",12.50000000,2892.10000000,"HD 33564",1,1
"HD 189733 b",2005,"Haute-Provence Observatory",12.66617000,359.14790000,"HD 189733",1,2
"OGLE2-TR-L9 b",2008,"OGLE",18.04600000,1430.17500000,"OGLE2-TR-L9",1,1
"Kepler-4 b",2009,"Kepler",4.00200000,24.47200000,"Kepler-4",1,1
"WASP-38 b",2010,"SuperWASP",13.78707000,1093.33520000,"WASP-38",1,1
"HAT-P-13 c",2009,"W. M. Keck Observatory",12.30000000,4538.42100000,"HAT-P-13",2,1
"Kepler-18 d",2011,"Kepler",6.98000000,16.40000000,"Kepler-18",3,1
"HAT-P-37 b",2011,"HATNet",13.20400000,371.52800000,"HAT-P-37",1,1
"HD 129445 b",2009,"Las Campanas Observatory",13.30000000,797.74930157,"HD 129445",1,1
"Kepler-419 c",2014,"Kepler",12.60000000,2320.10000000,"Kepler-419",2,1
"HD 70573 b",2007,"La Silla Observatory",12.80000000,1900.00000000,"HD 70573",1,1
"HD 47536 b",2002,"La Silla Observatory",12.60000000,2330.00000000,"HD 47536",1,1
"WASP-67 b",2012,"SuperWASP",12.89035000,136.66690000,"WASP-67",1,1
"CoRoT-14 b",2010,"CoRoT",12.22000000,2415.40000000,"CoRoT-14",1,1
"HD 102365 b",2010,"Anglo-Australian Telescope",4.14000000,16.00000000,"HD 102365",1,2
"MOA-2008-BLG-310L b",2009,"MOA",5.18000000,23.40000000,"MOA-2008-BLG-310L",1,1
"Kepler-419 b",2014,"Kepler",10.80000000,794.50000000,"Kepler-419",2,1
"HD 24040 b",2006,"W. M. Keck Observatory",12.90000000,1589.14203500,"HD 24040",2,1
"HD 11964 c",2008,"W. M. Keck Observatory",5.38000000,25.00000000,"HD 11964",2,2
"CoRoT-6 b",2009,"CoRoT",13.06800000,940.74000000,"CoRoT-6",1,1
"WASP-31 b",2010,"SuperWASP",17.36300000,151.91600000,"WASP-31",1,1
"HD 108236 f",2021,"CHaracterising ExOPlanets Satellite (CHEOPS)",2.01700000,4.72000000,"HD 108236",5,1
"Kepler-59 c",2012,"Kepler",1.98000000,3.81000000,"Kepler-59",2,1
"Kepler-58 c",2012,"Kepler",2.86000000,53.00000000,"Kepler-58",4,1
"HD 154857 c",2014,"Anglo-Australian Telescope",13.20000000,819.97000000,"HD 154857",2,1
"KOI-217 b",2010,"Kepler",12.44200000,,"KOI-217",1,1
"Kepler-51 c",2012,"Kepler",9.00000000,4.00000000,"Kepler-51",4,1
"BD-210397 c",2023,"La Silla Observatory",12.90000000,1525.57635360,"BD-210397",2,1
"Kepler-62 c",2013,"Kepler",0.54000000,4.00000000,"Kepler-62",5,1
"Kepler-62 b",2013,"Kepler",1.31000000,9.00000000,"Kepler-62",5,1
"CHXR 73 b",2006,"Hubble Space Telescope",12.30000000,3994.48600000,"CHXR 73",1,1
"FU Tau b",2008,"Spitzer Space Telescope",12.20000000,5085.28000000,"FU Tau",1,1
"GJ 667 C b",2012,"La Silla Observatory",2.25000000,5.68000000,"GJ 667 C",5,3
"HD 168443 c",2000,"W. M. Keck Observatory",12.20000000,5500.33841154,"HD 168443",2,1
"Kepler-59 b",2012,"Kepler",1.10000000,4.10000000,"Kepler-59",2,1
"Kepler-53 b",2012,"Kepler",2.89000000,111.00000000,"Kepler-53",3,1
"HD 82943 c",2003,"La Silla Observatory",13.40000000,622.60300000,"HD 82943",2,1
"HD 82943 b",2003,"La Silla Observatory",13.50000000,534.25000000,"HD 82943",2,1
"UZ For b",2011,"Multiple Observatories",,2002.20000000,"UZ For",2,2
"Kepler-69 b",2013,"Kepler",2.24000000,5.65000000,"Kepler-69",2,1
"HIP 5158 c",2011,"La Silla Observatory",12.20000000,4780.16320000,"HIP 5158",2,1
"HU Aqr AB b",2011,"Yunnan Astronomical Observatory",12.80000000,1875.19700000,"HU Aqr",2,2
"Kepler-37 e",2014,"Kepler",0.37000000,8.10000000,"Kepler-37",4,1
"Kepler-65 d",2012,"Kepler",1.52000000,4.14000000,"Kepler-65",4,1
"Kepler-52 c",2012,"Kepler",1.84000000,45.40000000,"Kepler-52",3,1
"Kepler-55 b",2012,"Kepler",2.43000000,43.00000000,"Kepler-55",5,1
"UZ For c",2011,"Multiple Observatories",,2447.20000000,"UZ For",2,2
"Kepler-413 b",2014,"Kepler",4.34700000,67.00000000,"Kepler-413",1,2
"WASP-14 b",2008,"SuperWASP",15.46842000,2809.61720000,"WASP-14",1,3
"HAT-P-2 b",2007,"HATNet",10.65975900,2866.81223114,"HAT-P-2",2,1
"HAT-P-42 b",2012,"HATNet",14.34800000,331.80100000,"HAT-P-42",1,1
"WASP-59 b",2012,"SuperWASP",8.68700000,274.27600000,"WASP-59",1,1
"HAT-P-39 b",2012,"HATNet",17.60900000,190.37200000,"HAT-P-39",1,2
"alf Ari b",2010,"Bohyunsan Optical Astronomical Observatory",13.40000000,572.07000000,"alf Ari",1,1
"KOI-55 b",2011,"Kepler",0.75900000,0.44000000,"KOI-55",2,1
"GJ 536 b",2016,"La Silla Observatory",2.41000000,6.37000000,"GJ 536",2,1
"WTS-2 b",2014,"United Kingdom Infrared Telescope",15.27786700,355.96960000,"WTS-2",1,1
"KELT-6 c",2015,"Multiple Observatories",13.00000000,1179.14930000,"KELT-6",2,1
"KOI-55 c",2011,"Kepler",0.86700000,0.65500000,"KOI-55",2,1
"Ross 458 c",2010,"Las Campanas Observatory",14.01125000,1906.98000000,"Ross 458",1,2
"Kepler-38 b",2012,"Kepler",4.30000000,122.00000000,"Kepler-38",1,2
"Kepler-30 d",2012,"Kepler",8.80000000,23.10000000,"Kepler-30",3,1
"ROXs 42 B b",2013,"Multiple Observatories",12.50000000,2860.00000000,"ROXs 42 B",1,2
"HD 217107 c",2005,"Lick Observatory",12.90000000,1430.22783150,"HD 217107",2,1
"HD 27894 b",2005,"La Silla Observatory",14.10000000,196.73578393,"HD 27894",3,1
"Kepler-50 c",2012,"Kepler",2.17000000,8.20000000,"Kepler-50",2,1
"HD 233604 b",2013,"McDonald Observatory",12.70000000,2089.64400000,"HD 233604",1,1
"WD 0806-661 b",2011,"Spitzer Space Telescope",12.60000000,2542.62725600,"WD 0806-661",1,1
"Kepler-63 b",2013,"Kepler",6.11000000,120.00000000,"Kepler-63",1,1
"Kepler-77 b",2013,"Kepler",10.76100000,136.66100000,"Kepler-77",1,1
"HAT-P-44 c",2014,"W. M. Keck Observatory",13.00000000,1271.30000000,"HAT-P-44",2,1
"HATS-5 b",2014,"HATSouth",10.22300000,75.32300000,"HATS-5",1,1
"HD 10180 d",2010,"La Silla Observatory",,3295.88058059,"HD 10180",6,1
"WTS-1 b",2012,"United Kingdom Infrared Telescope",16.70000000,1274.44000000,"WTS-1",1,1
"HD 11506 d",2022,"Multiple Observatories",12.30000000,4068.20360960,"HD 11506",3,1
"CoRoT-26 b",2013,"CoRoT",14.12000000,165.26000000,"CoRoT-26",1,1
"CoRoT-25 b",2013,"CoRoT",12.11000000,85.81000000,"CoRoT-25",1,1
"Kepler-186 b",2014,"Kepler",1.07000000,1.24000000,"Kepler-186",5,1
"91 Aqr b",2013,"Lick Observatory",13.10000000,1017.00000000,"91 Aqr",1,3
"GJ 163 b",2013,"La Silla Observatory",3.25000000,10.60000000,"GJ 163",3,1
"Kepler-27 c",2011,"Kepler",4.90000000,4385.87000000,"Kepler-27",3,1
"Kepler-27 b",2011,"Kepler",4.00000000,2895.31000000,"Kepler-27",3,1
"HD 215497 c",2009,"La Silla Observatory",13.00000000,111.23994245,"HD 215497",2,1
"BD-06 1339 b",2013,"La Silla Observatory",,1523.03372634,"BD-06 1339",2,1
"Kepler-186 d",2014,"Kepler",1.40000000,2.54000000,"Kepler-186",5,1
"Kepler-11 d",2010,"Kepler",3.12000000,7.30000000,"Kepler-11",6,1
"Kepler-11 b",2010,"Kepler",1.80000000,1.90000000,"Kepler-11",6,1
"Kepler-31 c",2011,"Kepler",5.30000000,1493.70000000,"Kepler-31",3,1
"Kepler-32 c",2011,"Kepler",2.00000000,158.90000000,"Kepler-32",5,1
"Kepler-1735 b",2021,"Kepler",1.19429134,1.84000000,"Kepler-1735",1,1
"HD 66141 b",2012,"Bohyunsan Optical Astronomical Observatory",12.80000000,1906.90000000,"HD 66141",1,1
"HD 208527 b",2012,"Bohyunsan Optical Astronomical Observatory",12.50000000,3146.40000000,"HD 208527",1,1
"MOA-bin-1L b",2012,"MOA",13.00000000,1200.00000000,"MOA-bin-1L",1,1
"GU Psc b",2014,"Gemini Observatory",14.17900000,3591.30000000,"GU Psc",1,1
"GJ 163 c",2013,"La Silla Observatory",2.50000000,6.80000000,"GJ 163",3,1
"GJ 163 d",2013,"La Silla Observatory",5.92000000,29.40000000,"GJ 163",3,1
"Kepler-32 d",2012,"Kepler",2.70000000,39.90890000,"Kepler-32",5,1
"Kepler-31 d",2014,"Kepler",3.90000000,2161.24400000,"Kepler-31",3,1
"HAT-P-45 b",2014,"HATNet",15.98400000,283.49200000,"HAT-P-45",1,1
"HAT-P-44 b",2014,"HATNet",13.92200000,111.87100000,"HAT-P-44",2,1
"MOA-2010-BLG-073L b",2012,"MOA",12.40000000,3500.00000000,"MOA-2010-BLG-073L",1,1
"HAT-P-27 b",2011,"HATNet",11.43000000,197.05000000,"HAT-P-27",1,2
"DENIS-P J082303.1-491201 b",2013,"Paranal Observatory",11.90000000,9057.77000000,"DENIS-P J082303.1-491201",1,1
"HIP 63242 b",2013,"Multiple Observatories",12.50000000,2917.56000000,"HIP 63242",1,1
"Kepler-31 b",2011,"Kepler",5.50000000,36.74180000,"Kepler-31",3,1
"Kepler-32 f",2012,"Kepler",0.82000000,969.22800000,"Kepler-32",5,1
"HD 66428 c",2021,"Multiple Observatories",13.50000000,560.64930995,"HD 66428",2,1
"Kepler-424 c",2014,"McDonald Observatory",12.70000000,2215.18000000,"Kepler-424",2,1
"KMT-2023-BLG-1896L b",2025,"KMTNet",4.19000000,16.35000000,"KMT-2023-BLG-1896L",1,1
"HD 190984 b",2009,"La Silla Observatory",13.00000000,1137.82569706,"HD 190984",1,1
"Kepler-134 c",2014,"Kepler",1.26000000,2.13000000,"Kepler-134",2,1
"Kepler-210 b",2014,"Kepler",2.94000000,8.96000000,"Kepler-210",2,1
"Kepler-422 b",2014,"Kepler",12.89000000,136.66000000,"Kepler-422",1,1
"Kepler-426 b",2014,"Kepler",12.22000000,108.06000000,"Kepler-426",1,1
"Kepler-16 b",2011,"Kepler",8.44930000,105.83300000,"Kepler-16",1,2
"KOI-94 d",2013,"Kepler",11.27000000,106.00000000,"KOI-94",4,2
"KOI-94 b",2013,"Kepler",1.71000000,10.50000000,"KOI-94",4,2
"Kepler-35 b",2011,"Kepler",8.16000000,40.36300000,"Kepler-35",1,2
"HD 103774 b",2013,"La Silla Observatory",13.30000000,116.00000000,"HD 103774",1,2
"HD 109271 b",2013,"La Silla Observatory",4.31000000,17.16200000,"HD 109271",2,1
"Kepler-415 c",2014,"Kepler",2.01000000,4.70000000,"Kepler-415",2,1
"HD 50554 b",2002,"Lick Observatory",12.80000000,1859.29618095,"HD 50554",1,1
"Kepler-428 b",2014,"Kepler",12.11000000,403.63000000,"Kepler-428",1,1
"Kepler-425 b",2014,"Kepler",10.96200000,79.45000000,"Kepler-425",1,1
"WASP-70 A b",2014,"SuperWASP",13.04700000,187.51200000,"WASP-70 A",1,2
"KOI-94 e",2013,"Kepler",6.56000000,35.00000000,"KOI-94",4,2
"Kepler-396 c",2013,"Kepler",5.30000000,17.90000000,"Kepler-396",2,1
"MOA-2010-BLG-477L b",2012,"MOA",13.60000000,480.00000000,"MOA-2010-BLG-477L",1,1
"HD 183263 b",2004,"W. M. Keck Observatory",13.10000000,1103.18240070,"HD 183263",2,1
"HD 166724 b",2012,"La Silla Observatory",13.00000000,1207.74794660,"HD 166724",1,1
"Kepler-122 f",2014,"Kepler",1.75000000,36.00000000,"Kepler-122",5,1
"Kepler-96 b",2014,"Kepler",2.67000000,8.46000000,"Kepler-96",1,1
"KOI-13 b",2011,"Kepler",16.94800800,2949.46240000,"KOI-13",1,3
"Kepler-17 b",2011,"Kepler",14.68000000,778.65000000,"Kepler-17",1,1
"TOI-7510 d",2025,"Transiting Exoplanet Survey Satellite (TESS)",10.52000000,190.00000000,"TOI-7510",3,1
"CoRoT-23 b",2011,"CoRoT",11.77000000,889.90000000,"CoRoT-23",1,1
"BD+20 274 b",2012,"McDonald Observatory",13.00000000,1334.88600000,"BD+20 274",1,1
"HD 219415 b",2012,"McDonald Observatory",13.80000000,317.83000000,"HD 219415",1,1
"HD 150706 b",2012,"Haute-Provence Observatory",13.30000000,772.32302901,"HD 150706",1,1
"OGLE-2011-BLG-0251L b",2012,"OGLE",14.20000000,170.00000000,"OGLE-2011-BLG-0251L",1,1
"Kepler-414 c",2014,"Kepler",3.01000000,29.90000000,"Kepler-414",2,1
"HD 3167 e",2022,"CHaracterising ExOPlanets Satellite (CHEOPS)",2.83000000,8.41000000,"HD 3167",4,1
"Kepler-42 c",2011,"Kepler",0.73000000,60.33700000,"Kepler-42",3,1
"Kepler-33 c",2011,"Kepler",3.20000000,0.39000000,"Kepler-33",5,1
"Kepler-641 b",2016,"Kepler",1.85000000,4.08000000,"Kepler-641",1,1
"Kepler-410 A b",2013,"Kepler",2.83800000,8.44000000,"Kepler-410 A",1,2
"Kepler-314 c",2014,"Kepler",2.90000000,8.75000000,"Kepler-314",2,1
"HD 168863 b",2022,"Multiple Observatories",12.70000000,2154.87659946,"HD 168863",1,1
"Kepler-415 b",2014,"Kepler",1.21000000,119.90000000,"Kepler-415",2,1
"Kepler-338 e",2014,"Kepler",1.56000000,8.50000000,"Kepler-338",4,1
"Kepler-33 e",2011,"Kepler",4.02000000,5.57000000,"Kepler-33",5,1
"Kepler-33 b",2011,"Kepler",1.74000000,3.68000000,"Kepler-33",5,1
"Kepler-46 c",2012,"Kepler",13.50000000,119.49900000,"Kepler-46",3,1
"Kepler-318 b",2014,"Kepler",4.71000000,19.90000000,"Kepler-318",2,1
"Kepler-314 b",2014,"Kepler",0.83000000,0.49800000,"Kepler-314",2,1
"Kepler-46 b",2012,"Kepler",9.05700000,1907.00000000,"Kepler-46",3,1
"USco CTIO 108 b",2008,"Teide Observatory",12.30000000,4449.62000000,"USco CTIO 108",1,1
"Kepler-130 c",2014,"Kepler",2.90000000,8.75000000,"Kepler-130",3,2
"Kepler-418 b",2014,"Kepler",13.45000000,349.61124770,"Kepler-418",2,1
"Kepler-33 f",2011,"Kepler",4.46000000,9.60000000,"Kepler-33",5,1
"Kepler-33 d",2011,"Kepler",5.35000000,3.91000000,"Kepler-33",5,1
"HD 155358 c",2007,"McDonald Observatory",13.90000000,261.00000000,"HD 155358",2,1
"Kepler-52 b",2012,"Kepler",2.10000000,135.00000000,"Kepler-52",3,1
"Kepler-58 b",2012,"Kepler",2.78000000,35.50000000,"Kepler-58",4,1
"HD 183263 c",2008,"W. M. Keck Observatory",12.50000000,2958.98246917,"HD 183263",2,1
"HD 187123 b",1998,"W. M. Keck Observatory",14.20000000,166.21800000,"HD 187123",2,1
"V0391 Peg b",2007,"Multiple Observatories",13.10000000,1017.05600000,"V0391 Peg",1,1
"Kepler-62 e",2013,"Kepler",1.61000000,36.00000000,"Kepler-62",5,1
"HD 197037 b",2012,"McDonald Observatory",13.90000000,251.00000000,"HD 197037",1,2
"CFBDSIR J145829+101343 b",2011,"W. M. Keck Observatory",12.40000000,3337.10000000,"CFBDSIR J145829+101343",1,1
"Kepler-269 b",2014,"Kepler",2.47000000,6.66000000,"Kepler-269",2,1
"Kepler-300 c",2014,"Kepler",2.25000000,5.69000000,"Kepler-300",2,1
"Kepler-149 d",2014,"Kepler",3.96000000,14.90000000,"Kepler-149",3,1
"Kepler-124 d",2014,"Kepler",1.11000000,1.41000000,"Kepler-124",3,1
"Kepler-276 d",2013,"Kepler",2.80000000,16.30000000,"Kepler-276",3,1
"Kepler-114 c",2013,"Kepler",1.60000000,2.80000000,"Kepler-114",3,1
"Kepler-297 b",2014,"Kepler",2.87000000,48.50000000,"Kepler-297",3,1
"WASP-83 b",2015,"SuperWASP",11.65736000,95.34900000,"WASP-83",1,1
"WASP-89 b",2015,"SuperWASP",11.65736000,1875.19700000,"WASP-89",1,1
"Kepler-402 c",2014,"Kepler",1.56000000,3.05000000,"Kepler-402",4,1
"Kepler-157 b",2014,"Kepler",1.32000000,2.30000000,"Kepler-157",3,1
"HATS-6 b",2015,"HATSouth",11.18658200,101.38777000,"HATS-6",1,1
"Kepler-450 c",2015,"Kepler",2.62000000,12.50000000,"Kepler-450",3,1
"Kepler-81 c",2012,"Kepler",2.37000000,4.30000000,"Kepler-81",3,1
"Kepler-412 b",2014,"Kepler",15.03126900,299.07803000,"Kepler-412",1,1
